"filename", "language", "TypeScript JSX", "TypeScript", "comment", "blank", "total"
"/Users/nssanjeev/Documents/cosmi/app/dashboard/page.tsx", "TypeScript JSX", 7, 0, 0, 19, 26
"/Users/nssanjeev/Documents/cosmi/app/providers/AuthProvider.tsx", "TypeScript JSX", 25, 0, 1, 6, 32
"/Users/nssanjeev/Documents/cosmi/app/providers/InvoiceProvider.tsx", "TypeScript JSX", 24, 0, 0, 14, 38
"/Users/nssanjeev/Documents/cosmi/app/utils/currency.ts", "TypeScript", 0, 5, 0, 0, 5
"Total", "-", 56, 5, 1, 39, 101
